This file contains a list of stations that provided input data to the PRISM run that produced the grid associated with this stn.csv file.
Station,Name,Longitude,Latitude,Elevation(m),Network,station_id
"085612","MELBOURNE WF",-80.6308,28.0958,11,"COOP","12195"
"085667","MIAMI NWSFO",-80.3836,25.7553,4,"COOP","12204"
"085895","MOORE HAVEN",-81.0872,26.8400,4,"COOP","12217"
"086048","MUSE",-81.5500,26.8567,2,"COOP","12222"
"086092","NETTLES ISLA",-80.2269,27.2839,4,"COOP","12226"
"086414","OCALA",-82.0778,29.0803,23,"COOP","12238"
"086764","PALM BEACH G",-80.1489,26.8261,6,"COOP","12261"
"086767","PALM COAST 6",-81.2061,29.6347,2,"COOP","12262"
"087205","PLANT CITY",-82.1422,28.0236,37,"COOP","12286"
"087228","PLYMOUTH 3N",-81.5669,28.7267,19,"COOP","12287"
"087982","SANFORD",-81.2686,28.8025,4,"COOP","12320"
"088368","SOUTH BAY 15",-80.6403,26.4700,6,"COOP","12334"
"088620","STUART 4 E",-80.1639,27.2000,4,"COOP","12344"
"088756","TALLAHASSEE",-84.3556,30.3961,17,"COOP","12353"
"088942","TITUSVILLE",-80.8328,28.6297,2,"COOP","12365"
"089795","WOODRUFF DAM",-84.8742,30.7219,33,"COOP","12392"
"090044","ADAIRSVILLE",-84.8389,34.3417,291,"COOP","12397"
"090236","ALTO 4 SE",-83.5161,34.4417,280,"COOP","12411"
"090253","AMERICUS 3 S",-84.2753,32.0503,149,"COOP","12412"
"091640","CARROLLTON",-85.0806,33.5972,303,"COOP","12481"
"091863","CHATSWORTH 2",-84.7650,34.7589,216,"COOP","12493"
"092006","CLEVELAND",-83.7683,34.5883,478,"COOP","12503"
"092361","CRISP CO POW",-83.9592,31.8536,75,"COOP","12521"
"092485","DALLAS 7 NE",-84.7475,33.9881,335,"COOP","12529"
"093060","ELBERTON 2 N",-82.8586,34.1406,165,"COOP","12561"
"093621","GAINESVILLE",-83.8600,34.3006,357,"COOP","12589"
"094170","HAWKINSVILLE",-83.4706,32.2803,83,"COOP","12610"
"094623","JACKSON DAM",-83.8436,33.3200,179,"COOP","12628"
"094700","JONESBORO",-84.3544,33.5311,283,"COOP","12637"
"096219","NAHUNTA 6 NE",-81.9197,31.2739,21,"COOP","12713"
"096335","NEWNAN 4 NE",-84.7886,33.4428,280,"COOP","12721"
"097171","PRIDGEN",-82.9239,31.6953,91,"COOP","12745"
"097528","ROCKY FORD 4",-81.7756,32.6328,46,"COOP","12760"
"097600","ROME",-85.1514,34.2453,201,"COOP","12761"
"098740","TOCCOA",-83.3361,34.5733,308,"COOP","12809"
"098842","TUGALO DAM",-83.3514,34.7117,233,"COOP","12816"
"099157","WASHINGTON 2",-82.7058,33.7264,189,"COOP","12832"
"099502","WOODBINE",-81.7072,30.9589,5,"COOP","12847"
"099506","WOODBURY",-84.5889,32.9839,241,"COOP","12848"
"100803","BERN",-111.3850,42.3353,1818,"COOP","12887"
"100915","BLACKFOOT FI",-112.3531,43.1969,1367,"COOP","12895"
"101017","BOISE 7 N",-116.2022,43.7383,1184,"COOP","12906"
"101024","BOISE NWS WF",-116.2100,43.5686,871,"COOP","12910"
"101408","CAMBRIDGE",-116.6753,44.5733,808,"COOP","12940"
"102577","DIXIE NORTH",-115.4525,45.5694,1750,"COOP","13005"
"102667","DOWNEY",-112.1000,42.4167,1479,"COOP","13011"
"104455","IDAHO FALLS",-112.0097,43.4833,1440,"COOP","13119"
"105275","LIFTON PUMPI",-111.3139,42.1231,1806,"COOP","13178"
"106250","MURPHY DESER",-115.3617,42.0264,1573,"COOP","13248"
"107040","PICABO",-114.0742,43.3111,1472,"COOP","13289"
"107386","PRIEST RIVER",-116.8358,48.3514,725,"COOP","13318"
"107689","RIGBY",-111.9124,43.6760,1480,"COOP","13338"
"108137","SANDPOINT EX",-116.5578,48.2928,640,"COOP","13370"
"108676","STANLEY",-114.9314,44.2169,1911,"COOP","13406"
"108937","SWAN VALLEY",-111.2939,43.4447,1681,"COOP","13419"
"109950","YELLOW PINE",-115.4833,44.9667,1500,"COOP","13461"
"110072","ALEDO",-90.7469,41.1961,219,"COOP","13466"
"110137","ALTON MELVIN",-90.1500,38.8167,131,"COOP","13469"
"110338","AURORA",-88.3092,41.7806,201,"COOP","13489"
"110356","AVON 5 NE",-90.3628,40.7086,195,"COOP","13490"
"110598","BENTLEY",-91.1128,40.3436,198,"COOP","13514"
"110803","BOURBONNAIS",-87.9347,41.1750,198,"COOP","13522"
"111265","CARBONDALE S",-89.1658,37.7308,119,"COOP","13541"
"111329","CASEY",-87.9747,39.2972,189,"COOP","13553"
"111497","CHICAGO BOTA",-87.7867,42.1406,192,"COOP","13567"
"112193","DECATUR",-88.9525,39.8275,189,"COOP","13632"
"112223","DE KALB",-88.7756,41.9342,266,"COOP","13636"
"112348","DIXON 1 NW",-89.5047,41.8472,213,"COOP","13642"
"112500","DWIGHT",-88.4111,41.1067,191,"COOP","13649"
"112510","EARLVILLE 3",-88.9147,41.5514,219,"COOP","13651"
"112679","EDWARDSVILLE",-90.0031,38.8100,152,"COOP","13657"
"112685","EFFINGHAM SE",-88.5311,39.1064,169,"COOP","13659"
"112709","ELBURN",-88.4728,41.8742,244,"COOP","13662"
"112736","ELGIN",-88.2861,42.0628,233,"COOP","13665"
"112745","ELIZABETH",-90.2331,42.3214,206,"COOP","13667"
"113061","FISHER",-88.3506,40.3175,221,"COOP","13682"
"113106","FLORA",-88.4797,38.6786,152,"COOP","13683"
"113262","FREEPORT WAS",-89.6039,42.2972,229,"COOP","13690"
"113320","GALESBURG",-90.3856,40.9464,235,"COOP","13695"
"113455","GLADSTONE DA",-91.0242,40.8825,158,"COOP","13705"
"113902","HARVARD",-88.6308,42.4147,277,"COOP","13734"
"114089","HIGHLAND",-89.6556,38.7583,160,"COOP","13743"
"114355","ILLINOIS CIT",-91.0094,41.4253,168,"COOP","13753"
"114447","JACKSONVILLE",-90.2289,39.7136,183,"COOP","13759"
"114489","JERSEYVILLE",-90.3419,39.1053,192,"COOP","13761"
"114530","JOLIET BRAND",-88.1028,41.5033,166,"COOP","13762"
"114710","KEWANEE 1 E",-89.8992,41.2483,238,"COOP","13772"
"114823","LA HARPE",-90.9697,40.5822,213,"COOP","13788"
"114833","LAKE SPRINGF",-89.6044,39.7578,169,"COOP","13789"
"114890","LANSING",-87.5414,41.5419,189,"COOP","13792"
"115097","LISLE-MORTON",-88.0728,41.8128,207,"COOP","13813"
"115219","LOVINGTON",-88.6300,39.7125,207,"COOP","13823"
"115430","MATTOON",-88.3811,39.4844,221,"COOP","13843"
"115493","MCHENRY WG S",-88.2525,42.3103,226,"COOP","13844"
"115562","MENDOTA 2 SE",-89.1267,41.5294,219,"COOP","13848"
"115712","MINONK",-89.0339,40.9125,229,"COOP","13853"
"115763","MONEE RESERV",-87.7650,41.3933,226,"COOP","13857"
"115825","MORRIS 1 NW",-88.4336,41.3708,160,"COOP","13863"
"115927","MOUNT PULASK",-89.2764,40.0047,194,"COOP","13876"
"115950","MOWEAQUA",-89.0164,39.6242,187,"COOP","13879"
"115961","MUNDELEIN 4",-88.0769,42.2553,256,"COOP","13881"
"116344","OGDEN",-87.9567,40.1100,206,"COOP","13909"
"116446","OLNEY 2S",-88.0836,38.7006,137,"COOP","13912"
"116558","PALESTINE  2",-87.6422,38.9986,143,"COOP","13918"
"116579","PANA 3 E",-89.0242,39.3722,213,"COOP","13919"
"116661","PAW PAW 2 NW",-88.9989,41.7122,290,"COOP","13925"
"116710","PEORIA 5NW",-89.6203,40.7492,213,"COOP","13936"
"116725","PEOTONE",-87.7858,41.3269,219,"COOP","13938"
"116779","PINCKNEYVILL",-89.3819,38.0981,131,"COOP","13946"
"116849","PLAINFIELD 3",-88.1881,41.6386,187,"COOP","13950"
"116970","PRAIRIE CITY",-90.4639,40.5914,198,"COOP","13957"
"116998","PRINCETON",-89.4644,41.3767,212,"COOP","13960"
"117126","RAMSEY",-89.1022,39.1483,183,"COOP","13967"
"117329","ROANOKE",-89.1928,40.7903,221,"COOP","13978"
"117487","ROSICLARE 5",-88.4122,37.4747,122,"COOP","13997"
"117636","SALEM",-88.9461,38.6453,168,"COOP","14006"
"117876","SHELBYVILLE",-88.7797,39.4106,200,"COOP","14013"
"117952","SIDELL 5NW",-87.8767,39.9803,206,"COOP","14019"
"118020","SMITHLAND LO",-88.4311,37.1644,109,"COOP","14022"
"118254","STEWARD 3S",-89.0233,41.8111,247,"COOP","14043"
"118353","STREATOR 3 S",-88.8158,41.0908,186,"COOP","14047"
"118781","VANDALIA",-89.0922,38.9703,165,"COOP","14069"
"119241","WHITE HALL 1",-90.3794,39.4411,177,"COOP","14096"
"119354","WINDSOR",-88.5917,39.4397,210,"COOP","14102"
"119480","WOODSTOCK 5",-88.5314,42.3628,283,"COOP","14105"
"120132","ALPINE 2 NE",-85.1583,39.5736,259,"COOP","14118"
"120200","ANGOLA",-84.9900,41.6397,308,"COOP","14122"
"120784","BLOOMINGTON",-86.5214,39.1742,253,"COOP","14137"
"120877","BOWLING GREE",-86.9717,39.4097,210,"COOP","14149"
"121030","BROOKVILLE",-85.0128,39.4239,192,"COOP","14156"
"121187","BUTLER 1 SE",-84.8536,41.4083,259,"COOP","14159"
"121417","CHALMERS 5 W",-86.9550,40.6653,219,"COOP","14172"
"121615","CLIFTY CREEK",-85.4214,38.7394,144,"COOP","14174"
"121747","COLUMBUS",-85.9211,39.1978,183,"COOP","14182"
"122096","DECATUR 1 N",-84.9294,40.8481,237,"COOP","14207"
"122605","ELLISTON",-86.9369,39.0311,180,"COOP","14227"
"123078","FRANCESVILLE",-86.8814,40.9892,207,"COOP","14258"
"123093","FRANKLIN 2 E",-86.0239,39.4947,228,"COOP","14263"
"123206","GARRETT",-85.1292,41.3411,268,"COOP","14270"
"123501","GRAYSVILLE 5",-87.6400,39.1311,137,"COOP","14280"
"123527","GREENFIELD",-85.7611,39.7858,264,"COOP","14282"
"123777","HARTFORD CIT",-85.2892,40.4356,273,"COOP","14294"
"124356","JAMESTOWN UT",-86.4569,39.9222,288,"COOP","14330"
"124657","KNOX WWTP",-86.4622,41.3058,226,"COOP","14343"
"124662","KOKOMO 3 WSW",-86.1758,40.4583,250,"COOP","14345"
"124910","LEBANON WAST",-86.4822,40.0517,283,"COOP","14371"
"125407","MARTINSVILLE",-86.4517,39.4042,186,"COOP","14394"
"125923","MORRISTOWN",-85.7067,39.6711,251,"COOP","14423"
"126001","MOUNT VERNON",-87.8956,37.9286,109,"COOP","14424"
"126164","NEW CASTLE 4",-85.3350,39.8686,332,"COOP","14437"
"126580","OOLITIC PURD",-86.5519,38.8894,198,"COOP","14459"
"126830","PERRYSVILLE",-87.5064,40.0739,193,"COOP","14468"
"126864","PERU WASTE W",-86.0717,40.7453,197,"COOP","14469"
"126989","PLYMOUTH",-86.3364,41.3383,248,"COOP","14471"
"127298","RENSSELAER",-87.1564,40.9356,198,"COOP","14487"
"127482","ROCHESTER",-86.2094,41.0658,235,"COOP","14494"
"127646","RUSHVILLE",-85.4528,39.6042,304,"COOP","14502"
"128036","SHOALS HIWAY",-86.7978,38.6728,168,"COOP","14521"
"128698","TELL CITY",-86.7747,37.9531,122,"COOP","14537"
"129112","VINCENNES 4",-87.2747,38.6786,171,"COOP","14562"
"129222","WANATAH 2 WN",-86.9300,41.4436,224,"COOP","14570"
"129430","WEST LAFAYET",-86.9919,40.4750,218,"COOP","14584"
"129605","WILLIAMS",-86.6472,38.8014,152,"COOP","14592"
"129724","WOODBURN 3N",-84.8481,41.1644,216,"COOP","14598"
"130112","ALBIA 3 NNE",-92.7867,41.0656,268,"COOP","14610"
"130203","AMES 5 SE",-93.5656,41.9519,265,"COOP","14625"
"130364","ATLANTIC 1 N",-95.0039,41.4175,354,"COOP","14633"
"130385","AUDUBON 1 SS",-94.9219,41.7019,393,"COOP","14636"
"130536","BEACONSFIELD",-94.0475,40.8236,366,"COOP","14643"
"130807","BOONE",-93.8906,42.0417,320,"COOP","14656"
"131394","CHARITON 1 E",-93.2792,41.0164,287,"COOP","14683"
"131402","CHARLES CITY",-92.6714,43.0775,309,"COOP","14685"
"131442","CHEROKEE",-95.5378,42.7572,360,"COOP","14687"
"131533","CLARINDA",-95.0194,40.7247,299,"COOP","14692"
"131704","CLUTIER",-92.4047,42.0969,265,"COOP","14701"
"131833","CORNING",-94.7492,40.9886,370,"COOP","14715"
"131954","CRESCO 1 NE",-92.0939,43.3894,383,"COOP","14722"
"132171","DENISON",-95.3289,42.0364,427,"COOP","14736"
"132208","DES MOINES S",-93.6056,41.5783,248,"COOP","14744"
"132236","DE WITT 4 S",-90.5333,41.7667,189,"COOP","14748"
"132299","DONNELLSON",-91.5650,40.6433,215,"COOP","14751"
"132364","DUBUQUE LOCK",-90.6458,42.5406,189,"COOP","14758"
"132603","ELKADER 5 SS",-91.4453,42.7914,239,"COOP","14771"
"132724","ESTHERVILLE",-94.8219,43.4300,397,"COOP","14777"
"132864","FAYETTE",-91.8108,42.8531,320,"COOP","14784"
"133032","FULTON",-90.6775,42.1536,203,"COOP","14793"
"133120","GARWIN",-92.6756,42.0900,278,"COOP","14797"
"133473","GRINNELL 3 S",-92.7489,41.7203,276,"COOP","14809"
"133487","GRUNDY CENTE",-92.7594,42.3647,319,"COOP","14810"
"133509","GUTHRIE CENT",-94.4972,41.6686,328,"COOP","14811"
"133517","GUTTENBERG L",-91.1158,42.7992,190,"COOP","14812"
"133584","HAMPTON",-93.2011,42.7561,339,"COOP","14816"
"133675","HASTINGS 4NE",-95.4800,41.0772,320,"COOP","14823"
"133909","HOLSTEIN",-95.5489,42.4897,447,"COOP","14830"
"134101","IOWA CITY",-91.5328,41.6489,195,"COOP","14849"
"134381","KEOKUK LOCK",-91.3767,40.3969,161,"COOP","14874"
"134389","KEOSAUQUA",-91.9825,40.7292,191,"COOP","14876"
"134585","LAMONI",-93.9508,40.6233,344,"COOP","14889"
"134874","LITTLE SIOUX",-96.0506,41.8264,312,"COOP","14907"
"135123","MAPLETON NO.",-95.7869,42.1667,361,"COOP","14921"
"135131","MAQUOKETA 4",-90.7489,42.0494,232,"COOP","14923"
"135198","MARSHALLTOWN",-92.9244,42.0647,265,"COOP","14930"
"135203","MARSHALLT0WN",-92.9081,42.0656,265,"COOP","14932"
"135230","MASON CITY",-93.1950,43.1636,332,"COOP","14934"
"135669","MONTICELLO",-91.2000,42.2333,250,"COOP","14961"
"135837","MUSCATINE",-91.0717,41.4078,167,"COOP","14974"
"135844","MUSCATINE 2",-91.0428,41.4708,207,"COOP","14976"
"135992","NEWTON",-93.0297,41.7117,293,"COOP","14985"
"136305","OSAGE",-92.8106,43.2794,357,"COOP","15009"
"136316","OSCEOLA",-93.7503,41.0194,313,"COOP","15010"
"136719","POCAHONTAS",-94.6614,42.7292,369,"COOP","15034"
"136800","PRIMGHAR",-95.6292,43.0861,463,"COOP","15037"
"136891","RANDOLPH",-95.5664,40.8756,297,"COOP","15039"
"136940","RED OAK",-95.2419,41.0036,317,"COOP","15044"
"136976","REMSEN NO 2",-95.9750,42.8103,405,"COOP","15051"
"137147","ROCK RAPIDS",-96.1686,43.4300,411,"COOP","15056"
"137312","SAC CITY",-94.9917,42.4242,366,"COOP","15064"
"137326","ST ANSGAR",-92.9156,43.3817,357,"COOP","15066"
"137594","SHELDON",-95.8528,43.1808,433,"COOP","15077"
"137702","SIOUX CITY A",-96.3778,42.3964,335,"COOP","15088"
"137859","SPIRIT LAKE",-95.1394,43.4231,433,"COOP","15102"
"138009","STRAWBERRY P",-91.5353,42.6842,366,"COOP","15113"
"138296","TOLEDO 3N",-92.5806,42.0356,289,"COOP","15124"
"138339","TRIPOLI",-92.2575,42.8133,322,"COOP","15128"
"138410","UNDERWOOD",-95.6811,41.3894,329,"COOP","15132"
"138568","VINTON",-92.0078,42.1703,259,"COOP","15136"
"138806","WEBSTER CITY",-93.7972,42.4686,323,"COOP","15157"
"138808","WEBSTER CITY",-93.8061,42.4322,308,"COOP","15158"
"140195","ALTA VISTA",-96.4725,38.8619,436,"COOP","15190"
"140313","ARKANSAS CIT",-97.0400,37.0631,333,"COOP","15202"
"140439","ATWOOD 2SW",-101.0750,39.7872,872,"COOP","15218"
"140676","BELLEFONT 3S",-99.6542,37.8264,724,"COOP","15245"
"140682","BELLEVILLE",-97.6386,39.8233,469,"COOP","15247"
"140693","BELOIT",-98.1081,39.4764,446,"COOP","15248"
"140911","BLUE RAPIDS",-96.6597,39.6844,328,"COOP","15265"
"140957","BONNER SPRIN",-94.8961,39.0636,253,"COOP","15269"
"141003","BREMEN 1 E",-96.7656,39.9031,396,"COOP","15270"
"141173","BURNS",-96.8900,38.0917,457,"COOP","15290"
"141179","BURR OAK 1 N",-98.3036,39.8775,512,"COOP","15291"
"141404","CENTERVILLE",-95.0725,38.1936,290,"COOP","15314"
"141428","CHANUTE NO 1",-95.4472,37.6772,287,"COOP","15319"
"141467","CHENEY RESER",-97.7936,37.7206,432,"COOP","15327"
"141559","CLAY CENTER",-97.1250,39.3925,372,"COOP","15334"
"141699","COLBY 1SW",-101.0689,39.3925,966,"COOP","15351"
"141740","COLUMBUS 1 S",-94.8556,37.1622,274,"COOP","15357"
"141761","CONCORDIA 1",-97.6694,39.5589,448,"COOP","15359"
"141858","COTTONWOOD F",-96.5442,38.3689,372,"COOP","15369"
"142213","DRESDEN",-100.4236,39.6233,832,"COOP","15400"
"142329","EASTON",-95.1328,39.3328,326,"COOP","15405"
"142432","ELKHART",-101.8867,37.0058,1097,"COOP","15428"
"142582","ERIE 1 N",-95.2439,37.5839,274,"COOP","15450"
"142602","ESKRIDGE",-96.1058,38.8592,431,"COOP","15453"
"142945","GALESBURG",-95.3561,37.4736,302,"COOP","15482"
"143074","GIRARD",-94.8392,37.5081,300,"COOP","15497"
"143185","GRAINFIELD",-100.4619,39.1119,853,"COOP","15512"
"143218","GREAT BEND",-98.7711,38.3694,567,"COOP","15514"
"143323","HADDAM",-97.2947,39.8589,439,"COOP","15525"
"143523","HAYS",-99.3169,38.8669,607,"COOP","15540"
"143527","HAYS 1 S",-99.3358,38.8586,613,"COOP","15541"
"143594","HERINGTON",-96.9494,38.6653,411,"COOP","15547"
"143620","HESSTON",-97.4350,38.1386,450,"COOP","15550"
"143759","HOLTON 7 SE",-95.6292,39.3936,314,"COOP","15563"
"143810","HORTON",-95.5167,39.6667,314,"COOP","15564"
"143867","HUMBOLDT",-95.4456,37.8117,287,"COOP","15576"
"143954","INDEPENDENCE",-95.7003,37.2364,245,"COOP","15586"
"143997","IONIA",-98.3483,39.6611,482,"COOP","15592"
"144313","KINGMAN",-98.1111,37.6661,479,"COOP","15625"
"144531","LARNED NO. 2",-99.0953,38.1878,614,"COOP","15647"
"144598","LEBANON",-98.5500,39.8119,549,"COOP","15662"
"144712","LINCOLN 1 ES",-98.1244,39.0297,421,"COOP","15684"
"145152","MCPHERSON",-97.6431,38.3758,456,"COOP","15737"
"145210","MELVERN LAKE",-95.7033,38.5039,333,"COOP","15749"
"145363","MINNEAPOLIS",-97.7044,39.1244,399,"COOP","15760"
"145744","NEWTON 2 SW",-97.3728,38.0450,441,"COOP","15787"
"146076","OSAGE CITY 4",-95.8667,38.6667,357,"COOP","15814"
"146115","OSWEGO 1 N",-95.1039,37.1750,255,"COOP","15822"
"146128","OTTAWA",-95.2808,38.6131,274,"COOP","15824"
"146168","OVERLAND PAR",-94.6842,38.9700,319,"COOP","15833"
"146333","PERRY LAKE",-95.4167,39.1167,293,"COOP","15848"
"146414","PITTSBURG",-94.6389,37.3578,283,"COOP","15854"
"146435","PLAINVILLE 4",-99.3808,39.2450,671,"COOP","15857"
"146498","POMONA LAKE",-95.5656,38.6456,324,"COOP","15866"
"146979","ROSALIA",-96.6197,37.8142,465,"COOP","15900"
"147050","RUSSELL SPRI",-101.1667,38.9606,934,"COOP","15914"
"147542","SMITH CENTER",-98.7772,39.7775,560,"COOP","15963"
"147756","STANLEY 3S",-94.6647,38.8067,314,"COOP","15969"
"148026","SYLVAN GROVE",-98.3786,39.0297,466,"COOP","15981"
"148038","SYRACUSE",-101.7550,37.9861,994,"COOP","15982"
"148240","TRIBUNE 14 N",-101.7142,38.6575,1111,"COOP","16015"
"148535","WALLACE",-101.5831,38.9011,994,"COOP","16042"
"148578","WASHINGTON",-97.0572,39.8219,397,"COOP","16048"
"148911","WILLOWDALE 1",-98.3117,37.5047,506,"COOP","16070"
"150422","BARREN RIVER",-86.1247,36.8978,189,"COOP","16122"
"150483","BEATTYVILLE",-83.7161,37.6336,329,"COOP","16126"
"150860","BOONEVILLE 1",-83.7706,37.3578,268,"COOP","16148"
"150904","BOWLING GREE",-86.4278,36.9983,147,"COOP","16153"
"151080","BUCKHORN LAK",-83.3833,37.3500,285,"COOP","16164"
"151576","CLAY CITY 1",-83.9333,37.8667,192,"COOP","16197"
"151810","CORNERS",-86.2325,37.7928,187,"COOP","16213"
"151895","CRESSY",-84.0350,37.8300,219,"COOP","16216"
"152214","DIX DAM",-84.7167,37.8000,265,"COOP","16237"
"152791","FARMERS 2 S",-83.5500,38.1167,207,"COOP","16267"
"152903","FLEMINGSBURG",-83.7333,38.4500,287,"COOP","16271"
"153714","HAZARD WATER",-83.1817,37.2472,268,"COOP","16325"
"153768","HENDERSON ST",-87.5708,37.7925,128,"COOP","16331"
"154375","KENLAKE RESO",-88.1386,36.7600,148,"COOP","16362"
"154955","LOUISVILLE U",-85.8000,38.2833,134,"COOP","16409"
"154958","LOUISVILLE W",-85.6450,38.1153,193,"COOP","16411"
"155280","MCDANIELS",-86.4306,37.6494,130,"COOP","16439"
"156012","OLIVE HILL 5",-83.1036,38.3422,272,"COOP","16478"
"156028","ONEIDA",-83.6500,37.2667,232,"COOP","16483"
"156170","PARIS",-84.2392,38.2047,247,"COOP","16508"
"156595","PROVIDENCE",-87.7622,37.3997,125,"COOP","16534"
"156882","ROCHESTER FE",-86.8939,37.2164,125,"COOP","16544"
"157215","SCOTTSVILLE",-86.2258,36.7458,236,"COOP","16564"
"157431","SKYLINE 1 SE",-82.9925,37.0875,366,"COOP","16576"
"157652","STANTON 2W",-83.8978,37.8603,219,"COOP","16591"
"157950","TAYLORSVILLE",-85.3089,38.0014,213,"COOP","16603"
"158432","WARNOCK2",-83.0181,38.4944,277,"COOP","16624"
"160012","ABITA  RIVER",-90.0975,30.4589,1,"COOP","16651"
"160098","ALEXANDRIA",-92.4611,31.3206,27,"COOP","16656"
"160558","BATON ROUGE",-91.0478,30.4494,11,"COOP","16682"
"160718","BENTON NO 2",-93.7425,32.6983,49,"COOP","16690"
"161232","BOYCE 3 WNW",-92.7164,31.3944,24,"COOP","16702"
"161287","BUNKIE",-92.1786,30.9594,17,"COOP","16706"
"161979","COLUMBIA LOC",-92.1072,32.1667,24,"COOP","16745"
"162212","CROWLEY 2 NE",-92.3478,30.2408,8,"COOP","16758"
"162534","DONALDSONVIL",-91.0275,30.0717,3,"COOP","16783"
"163313","FRANKLIN 3 N",-91.5442,29.8233,4,"COOP","16815"
"164050","HANNA 4 SSE",-93.3183,31.9158,38,"COOP","16854"
"164592","JAMESTOWN",-93.2014,32.3492,58,"COOP","16884"
"164739","JONESVILLE L",-91.8628,31.4825,21,"COOP","16895"
"164816","KEITHVILLE",-93.8619,32.3550,61,"COOP","16899"
"165074","LAKE CHARLES",-93.2186,30.2544,2,"COOP","16916"
"165266","LEESVILLE",-93.2397,31.1417,76,"COOP","16926"
"166244","MINDEN",-93.2947,32.6053,56,"COOP","16964"
"166364","MOORINGSPORT",-93.9608,32.7050,61,"COOP","16978"
"166431","MOSS BLUFF",-93.2078,30.2944,6,"COOP","16984"
"166584","NATCHITOCHES",-93.0856,31.8142,43,"COOP","16990"
"166938","OBERLIN FIRE",-92.7742,30.6039,20,"COOP","17021"
"167932","ROCKEFELLER",-92.8181,29.7286,1,"COOP","17081"
"168444","SHREVEPORT S",-93.7803,32.3919,61,"COOP","17109"
"168539","SLIDELL",-89.7697,30.2650,3,"COOP","17121"
"170409","BATH",-69.8500,43.9333,8,"COOP","17207"
"170583","BETHEL 6 SSE",-70.7642,44.3194,241,"COOP","17214"
"171628","CORINNA",-69.2667,44.9167,67,"COOP","17238"
"171975","DOVER-FOXCRO",-69.2500,45.1833,140,"COOP","17251"
"172048","DURHAM",-70.0500,43.9833,44,"COOP","17253"
"173567","HARMONY",-69.5456,44.9467,98,"COOP","17293"
"173570","HARTFORD",-70.3172,44.3747,213,"COOP","17294"
"175305","MILLINOCKET",-68.6747,45.6403,110,"COOP","17335"
"175736","NEW SHARON",-70.0000,44.6333,146,"COOP","17351"
"176856","POLAND",-70.3619,44.0075,171,"COOP","17375"
"177037","RANGELEY",-70.6433,44.9678,466,"COOP","17384"
"177039","RANGELEY 2 N",-70.6722,44.9894,543,"COOP","17385"
"177238","ROBBINSTON",-67.1167,45.0833,38,"COOP","17389"
"178792","TOPSFIELD 2",-67.7167,45.4167,122,"COOP","17424"
"178817","TURNER",-70.2561,44.2822,172,"COOP","17426"
"178965","VAN BUREN 2",-67.9333,47.1667,139,"COOP","17432"
"179891","WOODLAND",-67.4000,45.1500,43,"COOP","17454"
"181790","CHEWSVILLE-B",-77.6667,39.6500,174,"COOP","17510"
"182060","CONOWINGO DA",-76.1756,39.6558,12,"COOP","17518"
"182282","CUMBERLAND 2",-78.7556,39.6417,223,"COOP","17528"
"182336","DAMASCUS 3 S",-77.2322,39.2653,212,"COOP","17534"
"182906","EMMITSBURG 2",-77.2903,39.6811,127,"COOP","17550"
"183415","FROSTBURG 2",-78.9333,39.6667,661,"COOP","17573"
"185934","MILLERS 4 NE",-76.8028,39.7194,262,"COOP","17626"
"188065","SAVAGE RIVER",-79.1400,39.5103,456,"COOP","17677"
"188207","SHARPSBURG 5",-77.7222,39.3981,152,"COOP","17681"
"188371","SMITHSBURG 2",-77.5831,39.6636,204,"COOP","17688"
"189570","WILLIAMSPORT",-77.8358,39.6039,110,"COOP","17728"
"190120","AMHERST",-72.5333,42.3833,46,"COOP","17735"
"190190","ASHBURNHAM",-71.8833,42.6167,335,"COOP","17738"
"190192","ASHBURNHAM N",-71.9358,42.6617,349,"COOP","17739"
"190562","BELCHERTOWN",-72.3500,42.2833,171,"COOP","17750"
"190666","BIRCH HILL D",-72.1167,42.6333,263,"COOP","17757"
"190736","BLUE HILL",-71.1147,42.2122,192,"COOP","17758"
"190840","BRIDGEWATER",-70.9500,41.9500,12,"COOP","17766"
"190998","BUFFUMVILLE",-71.9000,42.1167,152,"COOP","17770"
"191386","CHATHAM WSMO",-69.9667,41.6667,15,"COOP","17785"
"193229","GREENFIELD N",-72.6000,42.5667,40,"COOP","17837"
"193821","HYANNIS",-70.3000,41.6667,15,"COOP","17861"
"193890","JAMAICA PLAI",-71.1239,42.3031,46,"COOP","17865"
"194105","LAWRENCE",-71.1667,42.7000,18,"COOP","17872"
"194313","LOWELL",-71.3667,42.6500,34,"COOP","17883"
"194744","MIDDLETON",-71.0167,42.6000,27,"COOP","17898"
"194760","MILFORD",-71.5167,42.1667,85,"COOP","17899"
"195246","NEW BEDFORD",-70.9333,41.6333,21,"COOP","17914"
"196783","READING",-71.1333,42.5167,27,"COOP","17953"
"197627","SOUTHBRIDGE",-72.0833,42.0500,219,"COOP","17973"
"198278","SUNDERLAND",-72.5500,42.4500,73,"COOP","17991"
"198573","TULLY LAKE",-72.2167,42.6333,210,"COOP","17998"
"198757","WALPOLE 2",-71.2500,42.1667,50,"COOP","18003"
"200417","BAD AXE",-82.9931,43.8078,228,"COOP","18085"
"200758","BEULAH 7 SSW",-86.1311,44.5317,236,"COOP","18112"
"200779","BIG RAPIDS W",-85.4822,43.7072,283,"COOP","18117"
"201299","CARO WWTP",-83.3919,43.4839,210,"COOP","18153"
